index,Time,Region,Civilian Population,Total Labor Force,Percent of Population,Employed - Total,Employed - Percent of Population,Unemployed - Total,Unemployed - Percent of Labor Force,year,state
12279,Jan-96,Rhode Island,786643,511710,65,482162,61.3,29548,5.8,1996,rhode island
12280,Jan-96,South Carolina,2833392,1871042,66,1767613,62.4,103429,5.5,1996,south carolina
12281,Jan-96,South Dakota,542485,390468,72,378085,69.7,12383,3.2,1996,south dakota
12282,Jan-96,Tennessee,4116441,2740565,66.6,2600325,63.2,140240,5.1,1996,tennessee
12283,Jan-96,Texas,13952899,9640810,69.1,9056792,64.9,584018,6.1,1996,texas
12284,Jan-96,Utah,1431735,1025002,71.6,990481,69.2,34521,3.4,1996,utah
12285,Jan-96,Vermont,450779,322675,71.6,308748,68.5,13927,4.3,1996,vermont
12286,Jan-96,Virginia,5020318,3405903,67.8,3251535,64.8,154368,4.5,1996,virginia
12287,Jan-96,Washington,4158754,2835664,68.2,2652766,63.8,182898,6.4,1996,washington
12288,Jan-96,West Virginia,1435984,790780,55.1,727892,50.7,62888,8,1996,west virginia
12289,Jan-96,Wisconsin,3934251,2908624,73.9,2797296,71.1,111328,3.8,1996,wisconsin
12290,Jan-96,Wyoming,361568,256324,70.9,243989,67.5,12335,4.8,1996,wyoming
12291,Feb-96,Alabama,3272354,2068764,63.2,1956785,59.8,111979,5.4,1996,alabama
12292,Feb-96,Alaska,419362,307912,73.4,284126,67.8,23786,7.7,1996,alaska
12293,Feb-96,Arizona,3421000,2260898,66.1,2137312,62.5,123586,5.5,1996,arizona
12294,Feb-96,Arkansas,1928471,1247304,64.7,1183466,61.4,63838,5.1,1996,arkansas
12295,Feb-96,California,23357773,15294874,65.5,14118369,60.4,1176505,7.7,1996,california
12296,Feb-96,Colorado,2940335,2151994,73.2,2060381,70.1,91613,4.3,1996,colorado
12297,Feb-96,Connecticut,2555268,1729234,67.7,1636975,64.1,92259,5.3,1996,connecticut
12298,Feb-96,Delaware,561629,386010,68.7,366533,65.3,19477,5,1996,delaware
12299,Feb-96,District of Columbia,454055,292378,64.4,267145,58.8,25233,8.6,1996,district of columbia
12300,Feb-96,Florida,11480286,7087634,61.7,6709463,58.4,378171,5.3,1996,florida
12301,Feb-96,Georgia,5540805,3733188,67.4,3562595,64.3,170593,4.6,1996,georgia
12302,Feb-96,Hawaii,872706,591180,67.7,554172,63.5,37008,6.3,1996,hawaii
12303,Feb-96,Idaho,871009,609197,69.9,575949,66.1,33248,5.5,1996,idaho
12304,Feb-96,Illinois,9076420,6208014,68.4,5877235,64.8,330779,5.3,1996,illinois
12305,Feb-96,Indiana,4460987,3112289,69.8,2972623,66.6,139666,4.5,1996,indiana
12306,Feb-96,Iowa,2186279,1600236,73.2,1543648,70.6,56588,3.5,1996,iowa
12307,Feb-96,Kansas,1932874,1347568,69.7,1291311,66.8,56257,4.2,1996,kansas
12308,Feb-96,Kentucky,2975684,1853877,62.3,1753804,58.9,100073,5.4,1996,kentucky
12309,Feb-96,Louisiana,3209576,1967104,61.3,1832952,57.1,134152,6.8,1996,louisiana
12310,Feb-96,Maine,959286,650424,67.8,614832,64.1,35592,5.5,1996,maine
12311,Feb-96,Maryland,3845026,2718710,70.7,2578125,67.1,140585,5.2,1996,maryland
12312,Feb-96,Massachusetts,4767265,3217073,67.5,3063327,64.3,153746,4.8,1996,massachusetts
12313,Feb-96,Michigan,7332783,4826157,65.8,4588632,62.6,237525,4.9,1996,michigan
12314,Feb-96,Minnesota,3520694,2635184,74.8,2530462,71.9,104722,4,1996,minnesota
12315,Feb-96,Mississippi,2016540,1259715,62.5,1180826,58.6,78889,6.3,1996,mississippi
12316,Feb-96,Missouri,4075035,2877934,70.6,2744785,67.4,133149,4.6,1996,missouri
12317,Feb-96,Montana,663504,447346,67.4,422492,63.7,24854,5.6,1996,montana
12318,Feb-96,Nebraska,1240038,911003,73.5,885797,71.4,25206,2.8,1996,nebraska
12319,Feb-96,Nevada,1261495,869913,69,824258,65.3,45655,5.2,1996,nevada
12320,Feb-96,New Hampshire,889083,634551,71.4,610459,68.7,24092,3.8,1996,new hampshire
12321,Feb-96,New Jersey,6226189,4153193,66.7,3886458,62.4,266735,6.4,1996,new jersey
12322,Feb-96,New Mexico,1271705,807227,63.5,748893,58.9,58334,7.2,1996,new mexico
12323,Feb-96,New York,14214985,8692038,61.1,8144391,57.3,547647,6.3,1996,new york
12324,Feb-96,North Carolina,5675044,3841096,67.7,3665637,64.6,175459,4.6,1996,north carolina
12325,Feb-96,North Dakota,481327,345239,71.7,334797,69.6,10442,3,1996,north dakota
12326,Feb-96,Ohio,8506774,5615771,66,5331806,62.7,283965,5.1,1996,ohio
12327,Feb-96,Oklahoma,2470970,1565542,63.4,1498087,60.6,67455,4.3,1996,oklahoma
12328,Feb-96,Oregon,2481017,1703991,68.7,1610539,64.9,93452,5.5,1996,oregon
12329,Feb-96,Pennsylvania,9397141,5940230,63.2,5593063,59.5,347167,5.8,1996,pennsylvania
12330,Feb-96,Rhode Island,787131,512453,65.1,483189,61.4,29264,5.7,1996,rhode island
12331,Feb-96,South Carolina,2836370,1874064,66.1,1768985,62.4,105079,5.6,1996,south carolina
12332,Feb-96,South Dakota,542574,390676,72,378161,69.7,12515,3.2,1996,south dakota
12333,Feb-96,Tennessee,4121036,2745075,66.6,2604930,63.2,140145,5.1,1996,tennessee
12334,Feb-96,Texas,13971500,9649363,69.1,9070647,64.9,578716,6,1996,texas
12335,Feb-96,Utah,1436183,1027106,71.5,992261,69.1,34845,3.4,1996,utah
12336,Feb-96,Vermont,451803,323128,71.5,309160,68.4,13968,4.3,1996,vermont
12337,Feb-96,Virginia,5025446,3401919,67.7,3249208,64.7,152711,4.5,1996,virginia
12338,Feb-96,Washington,4163997,2845481,68.3,2662887,64,182594,6.4,1996,washington
12339,Feb-96,West Virginia,1435860,791591,55.1,729264,50.8,62327,7.9,1996,west virginia
12340,Feb-96,Wisconsin,3936706,2914305,74,2803734,71.2,110571,3.8,1996,wisconsin
12341,Feb-96,Wyoming,361589,256387,70.9,244008,67.5,12379,4.8,1996,wyoming
12342,Mar-96,Alabama,3275156,2071436,63.2,1959534,59.8,111902,5.4,1996,alabama
12343,Mar-96,Alaska,419353,308436,73.6,284684,67.9,23752,7.7,1996,alaska
12344,Mar-96,Arizona,3429784,2265660,66.1,2140185,62.4,125475,5.5,1996,arizona
12345,Mar-96,Arkansas,1930883,1247530,64.6,1182858,61.3,64672,5.2,1996,arkansas
12346,Mar-96,California,23370865,15312795,65.5,14145038,60.5,1167757,7.6,1996,california
12347,Mar-96,Colorado,2946313,2153925,73.1,2061146,70,92779,4.3,1996,colorado
12348,Mar-96,Connecticut,2555731,1731423,67.7,1638724,64.1,92699,5.4,1996,connecticut
12349,Mar-96,Delaware,562705,386358,68.7,366864,65.2,19494,5,1996,delaware
12350,Mar-96,District of Columbia,454420,290214,63.9,265087,58.3,25127,8.7,1996,district of columbia
12351,Mar-96,Florida,11499641,7100222,61.7,6725047,58.5,375175,5.3,1996,florida
12352,Mar-96,Georgia,5550816,3748186,67.5,3577439,64.4,170747,4.6,1996,georgia
12353,Mar-96,Hawaii,873837,592662,67.8,555318,63.5,37344,6.3,1996,hawaii
12354,Mar-96,Idaho,873009,610438,69.9,577277,66.1,33161,5.4,1996,idaho
12355,Mar-96,Illinois,9080669,6218408,68.5,5884200,64.8,334208,5.4,1996,illinois
12356,Mar-96,Indiana,4464554,3110346,69.7,2972648,66.6,137698,4.4,1996,indiana
12357,Mar-96,Iowa,2187608,1603368,73.3,1546232,70.7,57136,3.6,1996,iowa
12358,Mar-96,Kansas,1933886,1349243,69.8,1291945,66.8,57298,4.2,1996,kansas
12359,Mar-96,Kentucky,2977734,1856155,62.3,1756270,59,99885,5.4,1996,kentucky
12360,Mar-96,Louisiana,3211597,1972464,61.4,1838321,57.2,134143,6.8,1996,louisiana
12361,Mar-96,Maine,960262,652229,67.9,616765,64.2,35464,5.4,1996,maine
12362,Mar-96,Maryland,3847850,2723104,70.8,2583016,67.1,140088,5.1,1996,maryland
12363,Mar-96,Massachusetts,4769255,3221153,67.5,3069803,64.4,151350,4.7,1996,massachusetts
12364,Mar-96,Michigan,7338482,4838983,65.9,4599198,62.7,239785,5,1996,michigan
12365,Mar-96,Minnesota,3525379,2640731,74.9,2533903,71.9,106828,4,1996,minnesota
12366,Mar-96,Mississippi,2018642,1261243,62.5,1182359,58.6,78884,6.3,1996,mississippi
12367,Mar-96,Missouri,4077617,2888108,70.8,2751076,67.5,137032,4.7,1996,missouri
12368,Mar-96,Montana,664470,448133,67.4,423452,63.7,24681,5.5,1996,montana
12369,Mar-96,Nebraska,1241282,912049,73.5,886715,71.4,25334,2.8,1996,nebraska
12370,Mar-96,Nevada,1267421,874238,69,828725,65.4,45513,5.2,1996,nevada
12371,Mar-96,New Hampshire,890179,635247,71.4,610836,68.6,24411,3.8,1996,new hampshire
12372,Mar-96,New Jersey,6229368,4163258,66.8,3897594,62.6,265664,6.4,1996,new jersey
12373,Mar-96,New Mexico,1273918,808459,63.5,749702,58.9,58757,7.3,1996,new mexico
12374,Mar-96,New York,14218066,8713366,61.3,8161184,57.4,552182,6.3,1996,new york
12375,Mar-96,North Carolina,5684531,3857675,67.9,3682202,64.8,175473,4.5,1996,north carolina
12376,Mar-96,North Dakota,482399,345593,71.6,335240,69.5,10353,3,1996,north dakota
12377,Mar-96,Ohio,8509703,5621900,66.1,5338191,62.7,283709,5,1996,ohio
12378,Mar-96,Oklahoma,2473159,1569139,63.4,1502807,60.8,66332,4.2,1996,oklahoma
12379,Mar-96,Oregon,2485287,1709889,68.8,1614513,65,95376,5.6,1996,oregon
12380,Mar-96,Pennsylvania,9398751,5949398,63.3,5606479,59.7,342919,5.8,1996,pennsylvania
12381,Mar-96,Rhode Island,787620,513269,65.2,484341,61.5,28928,5.6,1996,rhode island
12382,Mar-96,South Carolina,2838347,1878309,66.2,1771350,62.4,106959,5.7,1996,south carolina
12383,Mar-96,South Dakota,543662,390829,71.9,378226,69.6,12603,3.2,1996,south dakota
12384,Mar-96,Tennessee,4127631,2751127,66.7,2610823,63.3,140304,5.1,1996,tennessee
12385,Mar-96,Texas,13991101,9661402,69.1,9088839,65,572563,5.9,1996,texas
12386,Mar-96,Utah,1439632,1029468,71.5,994351,69.1,35117,3.4,1996,utah
12387,Mar-96,Vermont,451828,323481,71.6,309472,68.5,14009,4.3,1996,vermont
12388,Mar-96,Virginia,5030574,3402166,67.6,3250303,64.6,151863,4.5,1996,virginia
12389,Mar-96,Washington,4170240,2856609,68.5,2674435,64.1,182174,6.4,1996,washington
12390,Mar-96,West Virginia,1436737,792302,55.1,730911,50.9,61391,7.7,1996,west virginia
12391,Mar-96,Wisconsin,3940162,2920496,74.1,2810834,71.3,109662,3.8,1996,wisconsin
12392,Mar-96,Wyoming,361611,256419,70.9,243960,67.5,12459,4.9,1996,wyoming
12393,Apr-96,Alabama,3277958,2074463,63.3,1963195,59.9,111268,5.4,1996,alabama
12394,Apr-96,Alaska,419345,308960,73.7,285305,68,23655,7.7,1996,alaska
12395,Apr-96,Arizona,3439568,2271570,66,2144406,62.3,127164,5.6,1996,arizona
12396,Apr-96,Arkansas,1933295,1247994,64.6,1182655,61.2,65339,5.2,1996,arkansas
12397,Apr-96,California,23385956,15336918,65.6,14181381,60.6,1155537,7.5,1996,california
12398,Apr-96,Colorado,2953290,2155459,73,2061625,69.8,93834,4.4,1996,colorado
12399,Apr-96,Connecticut,2556194,1733687,67.8,1640713,64.2,92974,5.4,1996,connecticut
12400,Apr-96,Delaware,562781,386753,68.7,367330,65.3,19423,5,1996,delaware
12401,Apr-96,District of Columbia,453786,288169,63.5,263122,58,25047,8.7,1996,district of columbia
12402,Apr-96,Florida,11519997,7116787,61.8,6743715,58.5,373072,5.2,1996,florida
12403,Apr-96,Georgia,5561826,3766629,67.7,3594828,64.6,171801,4.6,1996,georgia
12404,Apr-96,Hawaii,874968,593866,67.9,556372,63.6,37494,6.3,1996,hawaii
12405,Apr-96,Idaho,874010,611772,70,578800,66.2,32972,5.4,1996,idaho
12406,Apr-96,Illinois,9085918,6231030,68.6,5893748,64.9,337282,5.4,1996,illinois
12407,Apr-96,Indiana,4468121,3110301,69.6,2974803,66.6,135498,4.4,1996,indiana
12408,Apr-96,Iowa,2188936,1606697,73.4,1549234,70.8,57463,3.6,1996,iowa
12409,Apr-96,Kansas,1935898,1351263,69.8,1293073,66.8,58190,4.3,1996,kansas
12410,Apr-96,Kentucky,2980783,1858990,62.4,1759887,59,99103,5.3,1996,kentucky
12411,Apr-96,Louisiana,3213618,1978192,61.6,1844600,57.4,133592,6.8,1996,louisiana
12412,Apr-96,Maine,961239,654069,68,618777,64.4,35292,5.4,1996,maine
12413,Apr-96,Maryland,3850675,2728698,70.9,2589453,67.2,139245,5.1,1996,maryland
12414,Apr-96,Massachusetts,4772245,3226712,67.6,3077835,64.5,148877,4.6,1996,massachusetts
12415,Apr-96,Michigan,7345182,4853218,66.1,4611312,62.8,241906,5,1996,michigan
12416,Apr-96,Minnesota,3529064,2646070,75,2537763,71.9,108307,4.1,1996,minnesota
12417,Apr-96,Mississippi,2020744,1262951,62.5,1184540,58.6,78411,6.2,1996,mississippi
12418,Apr-96,Missouri,4081198,2898656,71,2758571,67.6,140085,4.8,1996,missouri
12419,Apr-96,Montana,665436,448879,67.5,424339,63.8,24540,5.5,1996,montana
12420,Apr-96,Nebraska,1243525,912913,73.4,887499,71.4,25414,2.8,1996,nebraska
12421,Apr-96,Nevada,1272347,878959,69.1,833540,65.5,45419,5.2,1996,nevada
12422,Apr-96,New Hampshire,891275,636148,71.4,611452,68.6,24696,3.9,1996,new hampshire
12423,Apr-96,New Jersey,6234546,4174679,67,3911746,62.7,262933,6.3,1996,new jersey
12424,Apr-96,New Mexico,1276130,809799,63.5,750726,58.8,59073,7.3,1996,new mexico
12425,Apr-96,New York,14221147,8736676,61.4,8181321,57.5,555355,6.4,1996,new york
12426,Apr-96,North Carolina,5695018,3874107,68,3699980,65,174127,4.5,1996,north carolina
12427,Apr-96,North Dakota,482471,345999,71.7,335734,69.6,10265,3,1996,north dakota
12428,Apr-96,Ohio,8513633,5630367,66.1,5347209,62.8,283158,5,1996,ohio
12429,Apr-96,Oklahoma,2475348,1573234,63.6,1508220,60.9,65014,4.1,1996,oklahoma
12430,Apr-96,Oregon,2489558,1714936,68.9,1618206,65,96730,5.6,1996,oregon
12431,Apr-96,Pennsylvania,9402361,5959730,63.4,5622714,59.8,337016,5.7,1996,pennsylvania
12432,Apr-96,Rhode Island,788108,514031,65.2,485497,61.6,28534,5.6,1996,rhode island
12433,Apr-96,South Carolina,2841325,1883395,66.3,1774630,62.5,108765,5.8,1996,south carolina
12434,Apr-96,South Dakota,543751,390925,71.9,378300,69.6,12625,3.2,1996,south dakota
12435,Apr-96,Tennessee,4134226,2757078,66.7,2617425,63.3,139653,5.1,1996,tennessee
12436,Apr-96,Texas,14012703,9675564,69,9110611,65,564953,5.8,1996,texas
12437,Apr-96,Utah,1444080,1031988,71.5,996755,69,35233,3.4,1996,utah
12438,Apr-96,Vermont,451852,323711,71.6,309674,68.5,14037,4.3,1996,vermont
12439,Apr-96,Virginia,5036701,3406020,67.6,3254467,64.6,151553,4.4,1996,virginia
12440,Apr-96,Washington,4175483,2867602,68.7,2686296,64.3,181306,6.3,1996,washington
12441,Apr-96,West Virginia,1436613,792929,55.2,732734,51,60195,7.6,1996,west virginia
12442,Apr-96,Wisconsin,3944617,2926573,74.2,2817937,71.4,108636,3.7,1996,wisconsin
12443,Apr-96,Wyoming,361632,256387,70.9,243835,67.4,12552,4.9,1996,wyoming
12444,May-96,Alabama,3280760,2077461,63.3,1967795,60,109666,5.3,1996,alabama
12445,May-96,Alaska,420336,309455,73.6,285923,68,23532,7.6,1996,alaska
12446,May-96,Arizona,3448352,2278299,66.1,2149815,62.3,128484,5.6,1996,arizona
12447,May-96,Arkansas,1935707,1248668,64.5,1182901,61.1,65767,5.3,1996,arkansas
12448,May-96,California,23400048,15364351,65.7,14225102,60.8,1139249,7.4,1996,california
12449,May-96,Colorado,2959268,2156234,72.9,2061758,69.7,94476,4.4,1996,colorado
12450,May-96,Connecticut,2556657,1735962,67.9,1642778,64.3,93184,5.4,1996,connecticut
12451,May-96,Delaware,563857,387188,68.7,367783,65.2,19405,5,1996,delaware
12452,May-96,District of Columbia,453152,286512,63.2,261583,57.7,24929,8.7,1996,district of columbia
12453,May-96,Florida,11539352,7136131,61.8,6764935,58.6,371196,5.2,1996,florida
12454,May-96,Georgia,5572837,3786308,67.9,3613303,64.8,173005,4.6,1996,georgia
12455,May-96,Hawaii,875099,594686,68,557303,63.7,37383,6.3,1996,hawaii
12456,May-96,Idaho,876010,613262,70,580562,66.3,32700,5.3,1996,idaho
12457,May-96,Illinois,9091167,6243466,68.7,5904544,64.9,338922,5.4,1996,illinois
12458,May-96,Indiana,4472689,3111383,69.6,2978378,66.6,133005,4.3,1996,indiana
12459,May-96,Iowa,2190264,1609661,73.5,1552192,70.9,57469,3.6,1996,iowa
12460,May-96,Kansas,1936910,1353418,69.9,1294726,66.8,58692,4.3,1996,kansas
12461,May-96,Kentucky,2982833,1862132,62.4,1764339,59.1,97793,5.3,1996,kentucky
12462,May-96,Louisiana,3215640,1983765,61.7,1851108,57.6,132657,6.7,1996,louisiana
12463,May-96,Maine,961216,655829,68.2,620808,64.6,35021,5.3,1996,maine
12464,May-96,Maryland,3854500,2734886,71,2596678,67.4,138208,5.1,1996,maryland
12465,May-96,Massachusetts,4775235,3233028,67.7,3086822,64.6,146206,4.5,1996,massachusetts
12466,May-96,Michigan,7351882,4867237,66.2,4624220,62.9,243017,5,1996,michigan
12467,May-96,Minnesota,3533750,2650775,75,2541989,71.9,108786,4.1,1996,minnesota
12468,May-96,Mississippi,2021846,1264266,62.5,1186896,58.7,77370,6.1,1996,mississippi
12469,May-96,Missouri,4084780,2907481,71.2,2766153,67.7,141328,4.9,1996,missouri
12470,May-96,Montana,666403,449455,67.4,425055,63.8,24400,5.4,1996,montana
12471,May-96,Nebraska,1244769,913611,73.4,888224,71.4,25387,2.8,1996,nebraska
12472,May-96,Nevada,1277272,883886,69.2,838502,65.6,45384,5.1,1996,nevada
12473,May-96,New Hampshire,892371,637154,71.4,612261,68.6,24893,3.9,1996,new hampshire
12474,May-96,New Jersey,6238724,4186732,67.1,3927602,63,259130,6.2,1996,new jersey
12475,May-96,New Mexico,1278342,811142,63.5,751858,58.8,59284,7.3,1996,new mexico
12476,May-96,New York,14225228,8758880,61.6,8204109,57.7,554771,6.3,1996,new york
12477,May-96,North Carolina,5704505,3889227,68.2,3717541,65.2,171686,4.4,1996,north carolina
12478,May-96,North Dakota,482543,346482,71.8,336322,69.7,10160,2.9,1996,north dakota
12479,May-96,Ohio,8517562,5639401,66.2,5357440,62.9,281961,5,1996,ohio
12480,May-96,Oklahoma,2477537,1577254,63.7,1513726,61.1,63528,4,1996,oklahoma
12481,May-96,Oregon,2493828,1718792,68.9,1621309,65,97483,5.7,1996,oregon
12482,May-96,Pennsylvania,9404971,5969618,63.5,5639655,60,329963,5.5,1996,pennsylvania
12483,May-96,Rhode Island,788596,514707,65.3,486587,61.7,28120,5.5,1996,rhode island
12484,May-96,South Carolina,2844303,1888590,66.4,1778448,62.5,110142,5.8,1996,south carolina
12485,May-96,South Dakota,544840,391011,71.8,378434,69.5,12577,3.2,1996,south dakota
12486,May-96,Tennessee,4139821,2761868,66.7,2623888,63.4,137980,5,1996,tennessee
12487,May-96,Texas,14033304,9690106,69.1,9134473,65.1,555633,5.7,1996,texas
12488,May-96,Utah,1447528,1034545,71.5,999400,69,35145,3.4,1996,utah
12489,May-96,Vermont,452876,323822,71.5,309789,68.4,14033,4.3,1996,vermont
12490,May-96,Virginia,5042829,3412222,67.7,3260716,64.7,151506,4.4,1996,virginia
12491,May-96,Washington,4181727,2877665,68.8,2697757,64.5,179908,6.3,1996,washington
12492,May-96,West Virginia,1437490,793593,55.2,734587,51.1,59006,7.4,1996,west virginia
12493,May-96,Wisconsin,3949073,2932006,74.2,2824582,71.5,107424,3.7,1996,wisconsin
12494,May-96,Wyoming,362654,256259,70.7,243627,67.2,12632,4.9,1996,wyoming
12495,Jun-96,Alabama,3283563,2080809,63.4,1973242,60.1,107567,5.2,1996,alabama
12496,Jun-96,Alaska,420327,309891,73.7,286469,68.2,23422,7.6,1996,alaska
12497,Jun-96,Arizona,3458136,2285342,66.1,2155940,62.3,129402,5.7,1996,arizona
12498,Jun-96,Arkansas,1937118,1249485,64.5,1183501,61.1,65984,5.3,1996,arkansas
12499,Jun-96,California,23416139,15394088,65.7,14273312,61,1120776,7.3,1996,california
12500,Jun-96,Colorado,2966245,2156090,72.7,2061578,69.5,94512,4.4,1996,colorado
12501,Jun-96,Connecticut,2558120,1738554,68,1644929,64.3,93625,5.4,1996,connecticut
12502,Jun-96,Delaware,564933,387703,68.6,368152,65.2,19551,5,1996,delaware
12503,Jun-96,District of Columbia,453517,285422,62.9,260709,57.5,24713,8.7,1996,district of columbia
12504,Jun-96,Florida,11560707,7157364,61.9,6788180,58.7,369184,5.2,1996,florida
12505,Jun-96,Georgia,5583848,3805493,68.2,3631467,65,174026,4.6,1996,georgia
12506,Jun-96,Hawaii,876230,595245,67.9,558100,63.7,37145,6.2,1996,hawaii
12507,Jun-96,Idaho,878010,614969,70,582547,66.3,32422,5.3,1996,idaho
12508,Jun-96,Illinois,9097415,6253660,68.7,5915471,65,338189,5.4,1996,illinois
12509,Jun-96,Indiana,4477256,3112535,69.5,2982603,66.6,129932,4.2,1996,indiana
12510,Jun-96,Iowa,2191592,1611828,73.5,1554612,70.9,57216,3.5,1996,iowa
12511,Jun-96,Kansas,1938922,1355777,69.9,1296971,66.9,58806,4.3,1996,kansas
12512,Jun-96,Kentucky,2985883,1866020,62.5,1769309,59.3,96711,5.2,1996,kentucky
12513,Jun-96,Louisiana,3217661,1989102,61.8,1857459,57.7,131643,6.6,1996,louisiana
12514,Jun-96,Maine,962193,657431,68.3,622811,64.7,34620,5.3,1996,maine
12515,Jun-96,Maryland,3858324,2741013,71,2603813,67.5,137200,5,1996,maryland
12516,Jun-96,Massachusetts,4778225,3239408,67.8,3095995,64.8,143413,4.4,1996,massachusetts
12517,Jun-96,Michigan,7359582,4879870,66.3,4637330,63,242540,5,1996,michigan
12518,Jun-96,Minnesota,3538435,2654642,75,2546392,72,108250,4.1,1996,minnesota
12519,Jun-96,Mississippi,2023947,1265027,62.5,1189012,58.7,76015,6,1996,mississippi
12520,Jun-96,Missouri,4089361,2914024,71.3,2773044,67.8,140980,4.8,1996,missouri
12521,Jun-96,Montana,667369,449844,67.4,425659,63.8,24185,5.4,1996,montana
12522,Jun-96,Nebraska,1246013,914236,73.4,888964,71.3,25272,2.8,1996,nebraska
12523,Jun-96,Nevada,1283198,888858,69.3,843521,65.7,45337,5.1,1996,nevada
12524,Jun-96,New Hampshire,894466,638153,71.3,613177,68.6,24976,3.9,1996,new hampshire
12525,Jun-96,New Jersey,6242902,4199186,67.3,3943774,63.2,255412,6.1,1996,new jersey
12526,Jun-96,New Mexico,1281554,812463,63.4,753052,58.8,59411,7.3,1996,new mexico
12527,Jun-96,New York,14230309,8779097,61.7,8228714,57.8,550383,6.3,1996,new york
12528,Jun-96,North Carolina,5714993,3902681,68.3,3733876,65.3,168805,4.3,1996,north carolina
12529,Jun-96,North Dakota,483615,347041,71.8,337002,69.7,10039,2.9,1996,north dakota
12530,Jun-96,Ohio,8521491,5647563,66.3,5367315,63,280248,5,1996,ohio
12531,Jun-96,Oklahoma,2480726,1580870,63.7,1518695,61.2,62175,3.9,1996,oklahoma
12532,Jun-96,Oregon,2499099,1721491,68.9,1623694,65,97797,5.7,1996,oregon
12533,Jun-96,Pennsylvania,9408581,5978353,63.5,5655599,60.1,322754,5.4,1996,pennsylvania
12534,Jun-96,Rhode Island,789084,515346,65.3,487592,61.8,27754,5.4,1996,rhode island
12535,Jun-96,South Carolina,2847281,1893481,66.5,1782512,62.6,110969,5.9,1996,south carolina
12536,Jun-96,South Dakota,544929,391162,71.8,378696,69.5,12466,3.2,1996,south dakota
12537,Jun-96,Tennessee,4146416,2766009,66.7,2629443,63.4,136566,4.9,1996,tennessee
12538,Jun-96,Texas,14054906,9705040,69.1,9159075,65.2,545965,5.6,1996,texas
